,code,Indent,text,othersFound,generality
8081,2940,0,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 2937, 2938 or 2939:",0,Medium
8082,2940.00.20.00,1,D-Arabinose,1,specific
8083,2940.00.60.00,1,Other,0,Low
8084,2941,0,Antibiotics:,1,specific
8085,2941.1,1,Penicillins and their derivatives with a penicillanic acid structure; salts thereof:,1,specific
8086,2941.10.10.00,2,Ampicillin and its salts,1,specific
8087,2941.10.20.00,2,Penicillin G salts,1,specific
8088,,2,Other:,0,Low
8089,2941.10.30.00,3,"Carfecillin, sodium;Cloxacillin, sodium;Dicloxacillin, sodium;Flucloxacillin (Floxacillin); andOxacillin, sodium",1,specific
8090,2941.10.50.00,3,Other,0,Low
8091,2941.2,1,Streptomycins and their derivatives; salts thereof:,1,specific
8092,2941.20.10.00,2,Dihydrostreptomycin and its derivatives; salts thereof,1,specific
8093,2941.20.50.00,2,Other,0,Low
8094,2941.30.00.00,1,Tetracyclines and their derivatives; salts thereof,1,specific
8095,2941.40.00.00,1,Chloramphenicol and its derivatives; salts thereof,1,specific
8096,2941.50.00.00,1,Erythromycin and its derivatives; salts thereof,1,specific
8097,2941.9,1,Other:,0,Low
8098,2941.90.10,2,Natural,1,specific
8099,2941.90.10.10,3,Aminoglycoside antibiotics,1,specific
8100,2941.90.10.50,3,Other,0,Low
8101,,2,Other:,0,Low
8102,2941.90.30.00,3,Aromatic or modified aromatic,1,specific
8103,2941.90.50.00,3,Other,0,Low
8104,2942,0,Other organic compounds:,0,Low
8105,,1,Aromatic or modified aromatic:,1,specific
8106,2942.00.03.00,2,"[2,2'-Thiobis(4-(1,1,3,3-tetramethyl-n-butyl)- phenolato)(2,1)]-O,O',S-(1-butanamine), nickel II",1,specific
8107,,2,Other:,0,Low
8108,2942.00.05.00,3,Drugs,1,specific
8109,,3,Other:,0,Low
8110,2942.00.10.00,4,Products described in additional U.S. note 3 to section VI,1,specific
8111,2942.00.35.00,4,Other,0,Low
8112,2942.00.50.00,1,Other,0,Low
8113,3001,0,"Glands and other organs for organotherapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organotherapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, not elsewhere specified or included:",0,Medium
8114,3001.20.00.00,1,Extracts of glands or other organs or of their secretions,0,Low
8115,3001.90.01,1,Other,0,Low
8116,,2,"Glands and other organs, dried, whether or not powdered:",0,Low
8117,3001.90.01.10,3,Liver,1,specific
8118,3001.90.01.50,3,Other,0,Low
8119,3001.90.01.90,2,Other,0,Low
8120,3002,0,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; cell cultures, whether or not modified:",0,Low
8121,,1,"Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes:",0,Low
8122,3002.12.00,2,Antisera and other blood fractions,0,Low
8123,3002.12.00.10,3,Human blood plasma,1,specific
8124,3002.12.00.20,3,"Normal human blood sera, whether or not freeze-dried",1,specific
8125,3002.12.00.30,3,Human immune blood sera,1,specific
8126,3002.12.00.40,3,Fetal Bovine Serum (FBS),1,specific
8127,3002.12.00.90,3,Other,0,Low
8128,3002.13.00,2,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",1,specific
8129,3002.13.00.10,3,Monoclonal antibodies,1,specific
8130,3002.13.00.90,3,Other,0,Low
8131,3002.14.00,2,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",1,specific
8132,3002.14.00.10,3,Containing monoclonal antibodies,1,specific
8133,3002.14.00.90,3,Other,0,Low
8134,3002.15.00,2,"Immunological products, put up in measured doses or in forms or packings for retail sale",1,specific
8135,3002.15.00.11,3,Containing monoclonal antibodies,1,specific
8136,3002.15.00.91,3,Other,0,Low
8137,,1,"Vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products:",1,specific
8138,3002.41.00.00,2,Vaccines for human medicine,1,specific
8139,3002.42.00.00,2,Vaccines for veterinary medicine,1,specific
8140,3002.49.00.00,2,Other,0,Low
8141,,1,"Cell cultures, whether or not modified:",1,specific
8142,3002.51.00.00,2,Cell therapy products,1,specific
8143,3002.59.00.00,2,Other,0,Low
8144,3002.9,1,Other:,0,Low
8145,3002.90.10.00,2,Ferments,1,specific
8146,3002.90.52,2,Other,0,Low
8147,3002.90.52.10,3,Whole human blood,1,specific
8148,3002.90.52.20,3,Antiallergenic preparations,1,specific
8149,3002.90.52.50,3,Other,0,Low
8150,3003,0,"Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale:",1,specific
8151,3003.10.00.00,1,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",1,specific
8152,3003.20.00.00,1,"Other, containing antibiotics",0,Low
8153,,1,"Other, containing hormones or other products of heading 2937:",0,Medium
8154,3003.31.00.00,2,Containing insulin,1,specific
8155,3003.39,2,Other:,0,Low
8156,3003.39.10.00,3,Artificial mixtures of natural hormones,1,specific
8157,3003.39.50.00,3,Other,0,Low
8158,,1,"Other, containing alkaloids or derivatives thereof:",0,Low
8159,3003.41.00.00,2,Containing ephedrine or its salts,1,specific
8160,3003.42.00.00,2,Containing pseudoephedrine (INN) or its salts,1,specific
8161,3003.43.00.00,2,Containing norephedrine or its salts,1,specific
8162,3003.49.00.00,2,Other,0,Low
8163,3003.60.00.00,1,"Other, containing antimalarial active principles described in subheading note 2 to this chapter",0,Low
8164,3003.90.01,1,Other,0,Low
8165,,2,Anti-infective medicaments:,1,specific
8166,3003.90.01.20,3,Antivirals,1,specific
8167,3003.90.01.40,3,Antifungals,1,specific
8168,3003.90.01.60,3,Antiprotozoals (excluding goods described in subheading note 2 to this chapter),1,specific
8169,3003.90.01.80,3,Other,0,Low
8170,3003.90.01.90,2,Other,0,Low
8171,3004,0,"Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale:",1,specific
8172,3004.1,1,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives:",1,specific
8173,3004.10.10,2,Containing penicillin G salts,1,specific
8174,3004.10.10.10,3,For veterinary use,1,specific
8175,,3,Other:,0,Low
8176,3004.10.10.20,4,Singles,1,specific
8177,3004.10.10.45,4,Combination antibiotics,1,specific
8178,3004.10.50,2,Other,0,Low
8179,3004.10.50.10,3,For veterinary use,1,specific
8180,,3,Other:,0,Low
8181,3004.10.50.45,4,Combination antibiotics,1,specific
8182,3004.10.50.60,4,Other,0,Low
8183,3004.20.00,1,"Other, containing antibiotics",0,Low
8184,3004.20.00.10,2,For veterinary use,1,specific
8185,,2,Other:,0,Low
8186,3004.20.00.20,3,"Erythromycin, singles or in combination with other antibiotics",0,Low
8187,3004.20.00.30,3,"Tetracycline, singles or in combination with other antibiotics",0,Low
8188,3004.20.00.60,3,Other,0,Low
8189,,1,"Other, containing hormones or other products of heading 2937:",0,Medium
8190,3004.31.00.00,2,Containing insulin,1,specific
8191,3004.32.00.00,2,"Containing corticosteroid hormones, their derivatives or structural analogues",1,specific
8192,3004.39.00,2,Other,0,Low
8193,3004.39.00.10,3,For veterinary use,1,specific
8194,3004.39.00.50,3,Other,0,Low
8195,,1,"Other, containing alkaloids or derivatives thereof:",0,Low
8196,3004.41.00.00,2,Containing ephedrine or its salts,1,specific
8197,3004.42.00.00,2,Containing pseudoephedrine (INN) or its salts,1,specific
8198,3004.43.00.00,2,Containing norephedrine or its salts,1,specific
8199,3004.49.00,2,Other,0,Low
8200,3004.49.00.05,3,For veterinary use,1,specific
8201,,3,Other:,0,Low
8202,3004.49.00.10,4,Cardiovascular medicaments,1,specific
8203,,4,Medicaments primarily affecting the central nervous system:,1,specific
8204,3004.49.00.20,5,"Anticonvulsants, hypnotics, and sedatives",1,specific
8205,3004.49.00.30,5,"Antidepressants, tranquilizers and other psychotherapeutic agents",0,Low
8206,3004.49.00.40,5,Other,0,Low
8207,3004.49.00.50,4,Dermatological agents and local anesthetics,1,specific
8208,3004.49.00.60,4,"Medicaments primarily affecting the eyes, ears or respiratory system",1,specific
8209,3004.49.00.70,4,Other,0,Low
8210,,1,"Other, containing vitamins or other products of heading 2936:",0,Medium
8211,3004.5,2,Containing vitamins synthesized wholly or in part from aromatic or modified aromatic industrial organic compounds:,1,specific
8212,3004.50.10.00,3,Vitamin B2,1,specific
8213,3004.50.20.00,3,Vitamin B12,1,specific
8214,3004.50.30.00,3,Vitamin E,1,specific
8215,3004.50.40.00,3,Other,0,Low
8216,3004.50.50,2,Other,0,Low
8217,3004.50.50.05,3,For veterinary use,1,specific
8218,,3,Other:,0,Low
8219,,4,Single vitamins,1,specific
8220,3004.50.50.10,5,Combined with minerals or other nutrients,0,Low
8221,3004.50.50.20,5,Other,0,Low
8222,,4,Multiple vitamins:,1,specific
8223,3004.50.50.30,5,Combined with minerals or other nutrients,0,Low
8224,3004.50.50.40,5,Other,0,Low
8225,3004.60.00.00,1,"Other, containing antimalarial active principles described in subheading note 2 to this chapter",0,Low
8226,3004.9,1,Other:,0,Low
8227,3004.90.10.00,2,Containing antigens or hyaluronic acid or its sodium salt,1,specific
8228,3004.90.92,2,Other,0,Low
8229,3004.90.92.03,3,For veterinary use,1,specific
8230,,3,Other:,0,Low
8231,,4,Anti-infective medicaments:,1,specific
8232,3004.90.92.07,5,Antivirals,1,specific
8233,3004.90.92.09,5,Antifungals,1,specific
8234,3004.90.92.11,5,Antiprotozoals (excluding goods described in subheading note 2 to this chapter),1,specific
8235,3004.90.92.13,5,Sulfonamides,1,specific
8236,3004.90.92.14,5,Other,0,Low
8237,3004.90.92.15,4,Antineoplastic and immunosuppressive medicaments,1,specific
8238,3004.90.92.20,4,Cardiovascular medicaments,1,specific
8239,,4,Medicaments primarily affecting the central nervous system:,1,specific
8240,,5,"Analgesics, antipyretics and nonhormonal anti-inflammatory agents:",1,specific
8241,3004.90.92.22,6,Tolmetin,1,specific
8242,3004.90.92.24,6,Tolmetin sodium dihyrate,1,specific
8243,3004.90.92.26,6,Tolmetin sodium (anhydrous),1,specific
8244,3004.90.92.28,6,Other,0,Low
8245,3004.90.92.30,5,"Anticonvulsants, hypnotics and sedatives",1,specific
8246,3004.90.92.35,5,"Antidepressants, tranquilizers, and other psychotherapeutic agents",0,Low
8247,3004.90.92.40,5,Other,0,Low
8248,3004.90.92.45,4,Dermatological agents and local anethestics,1,specific
8249,,4,Medicaments primarily affecting the digestive system:,1,specific
8250,3004.90.92.50,5,Laxatives,1,specific
8251,3004.90.92.55,5,Antacids,1,specific
8252,3004.90.92.60,5,Other,0,Low
8253,,4,"Preparations pimarily affecting the electrolytic, caloric or water balance",1,specific
8254,3004.90.92.65,5,Diuretics,1,specific
8255,3004.90.92.70,5,Other,0,Low
8256,,4,"Medicaments primarily affecting the eyes, ears, or respiratory system:",1,specific
8257,3004.90.92.76,5,Cough and cold preparations,1,specific
8258,,5,Other:,0,Low
8259,3004.90.92.80,6,Antihistamines,1,specific
8260,3004.90.92.85,6,Other,0,Low
8261,3004.90.92.91,4,Other,0,Low
8262,3005,0,"Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes:",1,specific
8263,3005.1,1,Adhesive dressings and other articles having an adhesive layer:,0,Low
8264,3005.10.10.00,2,Coated or impregnated with pharmaceutical substances,1,specific
8265,3005.10.50.00,2,Other,0,Low
8266,3005.9,1,Other:,0,Low
8267,3005.90.10.00,2,Coated or impregnated with pharmaceutical substances,1,specific
8268,3005.90.50,2,Other,0,Low
8269,3005.90.50.10,3,Laparotomy sponges,1,specific
8270,3005.90.50.90,3,Other,0,Low
8271,3006,0,Pharmaceutical goods specified in note 4 to this chapter:,1,specific
8272,3006.10.01.00,1,"Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental hemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",1,specific
8273,3006.3,1,Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient:,1,specific
8274,3006.30.10.00,2,Containing antigens or antisera,1,specific
8275,3006.30.50.00,2,Other,0,Low
8276,3006.40.00.00,1,Dental cements and other dental fillings; bone reconstruction cements,0,Low
8277,3006.50.00.00,1,First-aid boxes and kits,1,specific
8278,3006.60.00.00,1,"Chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides",0,Low
8279,3006.70.00.00,1,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,1,specific
8280,,1,Other:,0,Low
8281,3006.91.00.00,2,Appliances identifiable for ostomy use,1,specific
8282,3006.92.00.00,2,Waste pharmaceuticals,1,specific
8283,3006.93,2,"Placebos and blinded (or double-blinded) clinical trial kits for a recognized clinical trial, put up in measured doses:",1,specific
8284,3006.93.10.00,3,Packaged with medicinal preparations,1,specific
8285,3006.93.20.00,3,Containing over 10 percent by dry weight of sugar,1,specific
8286,3006.93.50.00,3,"Containing ingredients having nutritional value, in which starch or other foodstuff predominates by weight",0,Low
8287,3006.93.60.00,3,In liquid form for oral intake,1,specific
8288,3006.93.80.00,3,Placebos and clinical trial kits containing other chemicals other than medicaments,0,Medium
8289,3101.00.00.00,0,"Animal or vegetable fertilizers, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products",1,specific
8290,3102,0,"Mineral or chemical fertilizers, nitrogenous:",1,specific
8291,3102.10.00,1,"Urea, whether or not in aqueous solution",1,specific
8292,3102.10.00.10,2,Solid urea,1,specific
8293,,2,Other:,0,Low
8294,3102.10.00.30,3,Diesel exhaust fluid (DEF) of a kind meeting ISO 22241,1,specific
8295,3102.10.00.50,3,Other,0,Low
8296,,1,Ammonium sulfate; double salts and mixtures of ammonium sulfate and ammonium nitrate:,1,specific
8297,3102.21.00.00,2,Ammonium sulfate,1,specific
8298,3102.29.00.00,2,Other,0,Low
8299,3102.30.00.00,1,"Ammonium nitrate, whether or not in aqueous solution",1,specific
8300,3102.40.00.00,1,Mixtures of ammonium nitrate with calcium carbonate or other inorganic nonfertilizing substances,0,Low
8301,3102.50.00.00,1,Sodium nitrate,1,specific
8302,3102.60.00.00,1,Double salts and mixtures of calcium nitrate and ammonium nitrate,1,specific
8303,3102.80.00.00,1,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution,1,specific
8304,3102.90.01.00,1,"Other, including mixtures not specified in the foregoing subheadings",0,Low
8305,3103,0,"Mineral or chemical fertilizers, phosphatic:",1,specific
8306,,1,Superphosphates:,1,specific
8307,3103.11.00.00,2,Containing by weight 35 percent or more of diphosphorous pentaoxide (P2O5),1,specific
8308,3103.19.00.00,2,Other,0,Low
8309,3103.90.01.00,1,Other,0,Low
8310,3104,0,"Mineral or chemical fertilizers, potassic:",1,specific
8311,3104.20.00,1,Potassium chloride,1,specific
8312,3104.20.00.10,2,Containing not more than 62 percent by weight of potassium oxide (K2O),1,specific
8313,3104.20.00.50,2,Containing more than 62 percent by weight of potassium oxide (K2O),1,specific
8314,3104.30.00.00,1,Potassium sulfate,1,specific
8315,3104.90.01.00,1,Other,0,Low
8316,3105,0,"Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium; other fertilizers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg:",0,Low
8317,3105.10.00.00,1,Products of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg,1,specific
8318,3105.20.00.00,1,"Mineral or chemical fertilizers containing the three fertilizing elements nitrogen, phosphorus and potassium",1,specific
8319,3105.30.00.00,1,Diammonium hydrogenorthophosphate (Diammonium phosphate),1,specific
8320,3105.40.00,1,Ammonium dihydrogenorthophosphate (Monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (Diammonium phosphate),1,specific
8321,3105.40.00.10,2,Ammonium dihydrogenorthophosphate (Monoammonium phosphate),1,specific
8322,3105.40.00.50,2,Other,0,Low
8323,,1,Other mineral or chemical fertilizers containing the two fertilizing elements nitrogen and phosphorus:,0,Low
8324,3105.51.00.00,2,Containing nitrates and phosphates,1,specific
8325,3105.59.00.00,2,Other,0,Low
8326,3105.60.00.00,1,Mineral or chemical fertilizers containing the two fertilizing elements phosphorus and potassium,1,specific
8327,3105.90.00,1,Other,0,Low
8328,3105.90.00.10,2,Potassium nitrate-sodium nitrate mixtures,1,specific
8329,3105.90.00.50,2,Other,0,Low
8330,3201,0,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives:",0,Low
8331,3201.10.00.00,1,Quebracho extract,1,specific
8332,3201.20.00.00,1,Wattle extract,1,specific
8333,3201.9,1,Other:,0,Low
8334,3201.90.10.00,2,"Tannic acid, containing by weight 50 percent or more of tannic acid",1,specific
8335,3201.90.25.00,2,"Extracts of canaigre, chestnut, curupay, divi-divi, eucalyptus, gambier, hemlock, larch, mangrove, myrobalan, oak, sumac, tara, urunday or valonia",1,specific
8336,3201.90.50.00,2,Other,0,Low
8337,3202,0,"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning:",1,specific
8338,3202.1,1,Synthetic organic tanning substances:,1,specific
8339,3202.10.10.00,2,Aromatic or modified aromatic,1,specific
8340,3202.10.50.00,2,Other,0,Low
8341,3202.9,1,Other:,0,Low
8342,3202.90.10.00,2,Consisting wholly of inorganic subtances,1,specific
8343,3202.90.50.00,2,Other,0,Low
8344,3203,0,"Coloring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in note 3 to this chapter based on coloring matter of vegetable or animal origin:",1,specific
8345,3203.00.10.00,1,"Annato, archil, cochineal, cudbear, litmus, logwood and marigold meal",1,specific
8346,3203.00.30.00,1,"Mixtures of 3,4-dihydroxyphenyl-2,4,6-trihydroxy- phenylmethanone and 2-(2,4-dihydroxyphenyl)-3,5,7- trihydroxy-4H-1-benzopyran-4-one",1,specific
8347,3203.00.80.00,1,Other,0,Low
8348,3204,0,"Synthetic organic coloring matter, whether or not chemically defined; preparations as specified in note 3 to this chapter based on synthetic organic coloring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores, whether or not chemically defined:",1,specific
8349,,1,Synthetic organic coloring matter and preparations based thereon as specified in note 3 to this chapter:,1,specific
8350,3204.11,2,Disperse dyes and preparations based thereon:,1,specific
8351,3204.11.10.00,3,"Disperse blue 19, 26, 26:1, 35, 55, 56, 58, 72, 73, 79, 83, 84, 93, 95, 122, 125, 126, 128, 148, 154, 165, 180, 183, 185, 200, 284, 285, 288, 289, 295, 296; Disperse brown 19; Disperse green 9; Disperse orange 7, 13, 20, 31, 32, 42, 47, 48, 54, 56, 60, 63, 70, 80, 96, 127, 137, 139; Disperse red 44, 46, 72, 73, 90, 93, 107, 118, 121, 122, 131, 133, 134,151, 169, 184, 185, 202, 203, 224, 277, 278, 279, 282, 288, 303, 310; Disperse violet 23, 33, 35, 48, 57, 63; Disperse yellow 13, 44, 58, 63, 65, 82, 85, 91, 107, 119, 122, 124, 126, 139, 182, 183, 184, 202, 204; Dyes containing, by weight-- 12.7 percent Disperse Yellow 1, 32.3 percent Disperse Orange 1, 19.8 percent Disperse Blue 35, and 35.2 percent Disperse Blue 3; Dyes containing, by weight-- 39.0 percent Disperse Yellow 39, 28.0 percent Disperse Orange 25, and 33.0 percent Disperse Violet 27; Dyes containing, by weight-- 89.4 percent Disperse Violet 27, and 10.6 percent Disperse Green 9; Dyes containing, by weight-- 67.7 percent Disperse Blue 35, 14.2 percent Disperse Yellow 1, and 18.1 percent Disperse Orange 1; Dyes containing, by weight-- 74.3 percent Disperse Blue 285, 18.0 percent Disperse Brown 19, and 7.7 percent Disperse Yellow 126",1,specific
